3,23 Feb 2014,15:29:49,1393140589.0,http://64.207.184.106/sgwall/api/node/list,200,OK,202,0.877694,0.877559,default_timer
2,23 Feb 2014,15:29:49,1393140589.0,http://64.207.184.106/sgwall/api/node/list,200,OK,202,0.882111,0.881972,default_timer
1,23 Feb 2014,15:29:49,1393140589.41,http://64.207.184.106/sgwall/api/node/list,200,OK,202,1.294031,1.293884,default_timer
4,23 Feb 2014,15:29:49,1393140589.96,http://64.207.184.106/sgwall/api/node/list,200,OK,202,1.834705,1.834508,default_timer
1,23 Feb 2014,15:29:50,1393140590.34,http://64.207.184.106/sgwall/api/node/list?page=5,200,OK,202,0.928596,0.928456,default_timer
2,23 Feb 2014,15:29:50,1393140590.82,http://64.207.184.106/sgwall/api/node/list?page=5,200,OK,202,1.818492,1.818366,default_timer
1,23 Feb 2014,15:29:51,1393140591.01,http://64.207.184.106/sgwall/api/node/list?type=video,200,OK,202,0.663195,0.662999,default_timer
2,23 Feb 2014,15:29:51,1393140591.58,http://64.207.184.106/sgwall/api/node/list?type=video,200,OK,202,0.751650,0.751521,default_timer
1,23 Feb 2014,15:29:51,1393140591.83,http://64.207.184.106/sgwall/api/node/list,200,OK,202,0.820350,0.820272,default_timer
4,23 Feb 2014,15:29:51,1393140591.99,http://64.207.184.106/sgwall/api/node/list?page=5,200,OK,202,2.024065,2.023961,default_timer
3,23 Feb 2014,15:29:51,1393140591.99,http://64.207.184.106/sgwall/api/node/list?page=5,200,OK,202,2.991271,2.991176,default_timer
2,23 Feb 2014,15:29:52,1393140592.63,http://64.207.184.106/sgwall/api/node/list,200,OK,202,1.051120,1.050983,default_timer
3,23 Feb 2014,15:29:52,1393140592.9,http://64.207.184.106/sgwall/api/node/list?type=video,200,OK,202,0.900383,0.900273,default_timer
2,23 Feb 2014,15:29:53,1393140593.65,http://64.207.184.106/sgwall/api/node/list?page=5,200,OK,202,1.019386,1.019289,default_timer
3,23 Feb 2014,15:29:53,1393140593.93,http://64.207.184.106/sgwall/api/node/list,200,OK,202,1.036393,1.036310,default_timer
2,23 Feb 2014,15:29:54,1393140594.43,http://64.207.184.106/sgwall/api/node/list?type=video,200,OK,202,0.776219,0.776080,default_timer
1,23 Feb 2014,15:29:54,1393140594.76,http://64.207.184.106/sgwall/api/node/list?page=5,200,OK,202,2.927423,2.927315,default_timer
4,23 Feb 2014,15:29:54,1393140594.99,http://64.207.184.106/sgwall/api/node/list?type=video,200,OK,202,3.005821,3.005686,default_timer
2,23 Feb 2014,15:29:55,1393140595.18,http://64.207.184.106/sgwall/api/node/list,200,OK,202,0.749628,0.749474,default_timer
4,23 Feb 2014,15:29:55,1393140595.82,http://64.207.184.106/sgwall/api/node/list,200,OK,202,0.826578,0.826450,default_timer
2,23 Feb 2014,15:29:56,1393140596.25,http://64.207.184.106/sgwall/api/node/list?page=5,200,OK,202,1.072847,1.072705,default_timer
1,23 Feb 2014,15:29:56,1393140596.45,http://64.207.184.106/sgwall/api/node/list?type=video,200,OK,202,1.682912,1.682771,default_timer
4,23 Feb 2014,15:29:56,1393140596.79,http://64.207.184.106/sgwall/api/node/list?page=5,200,OK,202,0.968655,0.968546,default_timer
3,23 Feb 2014,15:29:56,1393140596.89,http://64.207.184.106/sgwall/api/node/list?page=5,200,OK,202,2.954943,2.954748,default_timer
2,23 Feb 2014,15:29:57,1393140597.09,http://64.207.184.106/sgwall/api/node/list?type=video,200,OK,202,0.841152,0.841017,default_timer
4,23 Feb 2014,15:29:57,1393140597.74,http://64.207.184.106/sgwall/api/node/list?type=video,200,OK,202,0.944363,0.943734,default_timer
3,23 Feb 2014,15:29:57,1393140597.96,http://64.207.184.106/sgwall/api/node/list?type=video,200,OK,202,1.067491,1.067282,default_timer
2,23 Feb 2014,15:29:57,1393140598.0,http://64.207.184.106/sgwall/api/node/list,200,OK,202,0.905273,0.905148,default_timer
4,23 Feb 2014,15:29:58,1393140598.51,http://64.207.184.106/sgwall/api/node/list,200,OK,202,0.777084,0.776946,default_timer
3,23 Feb 2014,15:29:58,1393140598.74,http://64.207.184.106/sgwall/api/node/list,200,OK,202,0.784990,0.784771,default_timer
2,23 Feb 2014,15:29:58,1393140598.8,http://64.207.184.106/sgwall/api/node/list?page=5,200,OK,202,0.802248,0.802050,default_timer
1,23 Feb 2014,15:29:59,1393140599.39,http://64.207.184.106/sgwall/api/node/list,200,OK,202,2.941533,2.941407,default_timer
